# Auto-generated by generate_port_tracking.py
# Format: Kind | SourcePath | MappedPath | Status | Notes
Source | Source/GameLogic/Object/Behavior/BridgeTowerBehavior.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Behavior/BunkerBusterBehavior.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Behavior/CountermeasuresBehavior.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Behavior/DumbProjectileBehavior.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Behavior/FireWeaponWhenDamagedBehavior.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Behavior/FireWeaponWhenDeadBehavior.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Behavior/FlightDeckBehavior.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Behavior/GenerateMinefieldBehavior.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Behavior/GrantStealthBehavior.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Behavior/InstantDeathBehavior.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Behavior/JetSlowDeathBehavior.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Behavior/MinefieldBehavior.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Behavior/NeutonBlastBehavior.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Behavior/OverchargeBehavior.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Behavior/POWTruckBehavior.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Behavior/ParkingPlaceBehavior.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Behavior/PoisonedBehavior.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Behavior/PrisonBehavior.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Behavior/PropagandaCenterBehavior.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Behavior/PropagandaTowerBehavior.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Behavior/RebuildHoleBehavior.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Behavior/SlowDeathBehavior.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Behavior/SpawnBehavior.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Behavior/SupplyWarehouseCripplingBehavior.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Behavior/TechBuildingBehavior.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Body/ActiveBody.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Body/BodyModule.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Body/HighlanderBody.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Body/HiveStructureBody.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Body/ImmortalBody.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Body/InactiveBody.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Body/StructureBody.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Body/UndeadBody.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Collide/CollideModule.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Collide/CrateCollide/ConvertToCarBombCrateCollide.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Collide/CrateCollide/ConvertToHijackedVehicleCrateCollide.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Collide/CrateCollide/CrateCollide.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Collide/CrateCollide/HealCrateCollide.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Collide/CrateCollide/MoneyCrateCollide.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Collide/CrateCollide/SabotageCommandCenterCrateCollide.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Collide/CrateCollide/SabotageFakeBuilding.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Collide/CrateCollide/SabotageInternetCenterCrateCollide.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Collide/CrateCollide/SabotageMilitaryFactoryCrateCollide.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Collide/CrateCollide/SabotagePowerPlantCrateCollide.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Collide/CrateCollide/SabotageSuperweaponCrateCollide.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Collide/CrateCollide/SabotageSupplyCenterCrateCollide.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Collide/CrateCollide/SabotageSupplyDropzoneCrateCollide.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Collide/CrateCollide/SalvageCrateCollide.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Collide/CrateCollide/ShroudCrateCollide.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Collide/CrateCollide/UnitCrateCollide.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Collide/CrateCollide/VeterancyCrateCollide.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Collide/FireWeaponCollide.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Collide/SquishCollide.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Contain/CaveContain.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Contain/GarrisonContain.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Contain/HealContain.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Contain/HelixContain.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Contain/InternetHackContain.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Contain/MobNexusContain.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Contain/OpenContain.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Contain/OverlordContain.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Contain/ParachuteContain.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Contain/RailedTransportContain.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Contain/RiderChangeContain.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Contain/TransportContain.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Contain/TunnelContain.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Create/CreateModule.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Create/GrantUpgradeCreate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Create/LockWeaponCreate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Create/PreorderCreate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Create/SpecialPowerCreate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Create/SupplyCenterCreate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Create/SupplyWarehouseCreate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Create/VeterancyGainCreate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Damage/BoneFXDamage.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Damage/DamageModule.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Damage/TransitionDamageFX.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Destroy/DestroyModule.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Die/CreateCrateDie.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Die/CreateObjectDie.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Die/CrushDie.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Die/DamDie.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Die/DestroyDie.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Die/DieModule.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Die/EjectPilotDie.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Die/FXListDie.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Die/KeepObjectDie.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Die/RebuildHoleExposeDie.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Die/SpecialPowerCompletionDie.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Die/UpgradeDie.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/ExperienceTracker.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/FiringTracker.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/GhostObject.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Helper/ObjectDefectionHelper.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Helper/ObjectHelper.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Helper/ObjectRepulsorHelper.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Helper/ObjectSMCHelper.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Helper/ObjectWeaponStatusHelper.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Helper/StatusDamageHelper.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Helper/SubdualDamageHelper.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Helper/TempWeaponBonusHelper.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Locomotor.cpp | GameLogic/src/object/locomotor.rs | FOUND | subsystem=GameLogic
Source | Source/GameLogic/Object/Object.cpp | GameLogic/src/object/object.rs | FOUND | subsystem=GameLogic
Source | Source/GameLogic/Object/ObjectCreationList.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/ObjectTypes.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/PartitionManager.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/SimpleObjectIterator.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/SpecialPower/BaikonurLaunchPower.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/SpecialPower/CashBountyPower.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/SpecialPower/CashHackSpecialPower.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/SpecialPower/CleanupAreaPower.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/SpecialPower/DefectorSpecialPower.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/SpecialPower/DemoralizeSpecialPower.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/SpecialPower/FireWeaponPower.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/SpecialPower/OCLSpecialPower.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/SpecialPower/SpecialAbility.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/SpecialPower/SpecialPowerModule.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/SpecialPower/SpyVisionSpecialPower.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/AIUpdate/AssaultTransportAIUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/AIUpdate/ChinookAIUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/AIUpdate/DeliverPayloadAIUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/AIUpdate/DeployStyleAIUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/AIUpdate/DozerAIUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/AIUpdate/HackInternetAIUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/AIUpdate/JetAIUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/AIUpdate/MissileAIUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/AIUpdate/POWTruckAIUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/AIUpdate/RailedTransportAIUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/AIUpdate/RailroadGuideAIUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/AIUpdate/SupplyTruckAIUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/AIUpdate/TransportAIUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/AIUpdate/WanderAIUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/AIUpdate/WorkerAIUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/AIUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/AnimationSteeringUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/AssistedTargetingUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/AutoDepositUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/AutoFindHealingUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/BaseRenerateUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/BattlePlanUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/BoneFXUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/CheckpointUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/CleanupHazardUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/CommandButtonHuntUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/DeletionUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/DemoTrapUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/DockUpdate/DockUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/DockUpdate/PrisonDockUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/DockUpdate/RailedTransportDockUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/DockUpdate/RepairDockUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/DockUpdate/SupplyCenterDockUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/DockUpdate/SupplyWarehouseDockUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/DynamicGeometryInfoUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/DynamicShroudClearingRangeUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/EMPUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/EnemyNearUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/FireOCLAfterWeaponCooldownUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/FireSpreadUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/FireWeaponUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/FirestormDynamicGeometryInfoUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/FlammableUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/FloatUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/HeightDieUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/HelicopterSlowDeathUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/HijackerUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/HordeUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/LaserUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/LifetimeUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/MissileLauncherBuildingUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/MobMemberSlavedUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/NeutronMissileSlowDeathUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/NeutronMissileUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/OCLUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/ParticleUplinkCannonUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/PhysicsUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/PilotFindVehicleUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/PointDefenseLaserUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/PowerPlantUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/ProductionExitUpdate/DefaultProductionExitUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/ProductionExitUpdate/QueueProductionExitUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/ProductionExitUpdate/SpawnPointProductionExitUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/ProductionExitUpdate/SupplyCenterProductionExitUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/ProductionUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/ProjectileStreamUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/ProneUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/RadarUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/RadiusDecalUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/SlavedUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/SmartBombTargetHomingUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/SpecialAbilityUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/SpecialPowerUpdateModule.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/SpectreGunshipDeploymentUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/SpectreGunshipUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/SpyVisionUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/StealthDetectorUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/StealthUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/StickyBombUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/StructureCollapseUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/StructureToppleUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/TensileFormationUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/ToppleUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/UpdateModule.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/WaveGuideUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Update/WeaponBonusUpdate.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Upgrade/ActiveShroudUpgrade.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Upgrade/ArmorUpgrade.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Upgrade/CommandSetUpgrade.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Upgrade/CostModifierUpgrade.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Upgrade/ExperienceScalarUpgrade.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Upgrade/GrantScienceUpgrade.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Upgrade/LocomotorSetUpgrade.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Upgrade/MaxHealthUpgrade.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Upgrade/ModelConditionUpgrade.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Upgrade/ObjectCreationUpgrade.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Upgrade/PassengersFireUpgrade.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Upgrade/PowerPlantUpgrade.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Upgrade/RadarUpgrade.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Upgrade/ReplaceObjectUpgrade.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Upgrade/StatusBitsUpgrade.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Upgrade/StealthUpgrade.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Upgrade/SubObjectsUpgrade.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Upgrade/UnpauseSpecialPowerUpgrade.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Upgrade/UpgradeModule.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Upgrade/WeaponBonusUpgrade.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Upgrade/WeaponSetUpgrade.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/Object/Weapon.cpp | GameLogic/src/object/weapon.rs | FOUND | subsystem=GameLogic
Source | Source/GameLogic/Object/WeaponSet.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/ScriptEngine/ScriptActions.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/ScriptEngine/ScriptConditions.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/ScriptEngine/ScriptEngine.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/ScriptEngine/Scripts.cpp | GameLogic/src/script_engine/scripts.rs | FOUND | subsystem=GameLogic
Source | Source/GameLogic/ScriptEngine/VictoryConditions.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/System/CaveSystem.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/System/CrateSystem.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/System/Damage.cpp | GameLogic/src/damage.rs | FOUND | subsystem=GameLogic
Source | Source/GameLogic/System/GameLogic.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/System/GameLogicDispatch.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameLogic/System/RankInfo.cpp | - | MISSING | subsystem=GameLogic
Source | Source/GameNetwork/Connection.cpp | GameNetwork/src/connection/connection.rs | FOUND | subsystem=GameNetwork
Source | Source/GameNetwork/ConnectionManager.cpp | - | MISSING | subsystem=GameNetwork
Source | Source/GameNetwork/DisconnectManager.cpp | - | MISSING | subsystem=GameNetwork
Source | Source/GameNetwork/DownloadManager.cpp | - | MISSING | subsystem=GameNetwork
Source | Source/GameNetwork/FileTransfer.cpp | - | MISSING | subsystem=GameNetwork
Source | Source/GameNetwork/FirewallHelper.cpp | - | MISSING | subsystem=GameNetwork
Source | Source/GameNetwork/FrameData.cpp | - | MISSING | subsystem=GameNetwork
Source | Source/GameNetwork/FrameDataManager.cpp | - | MISSING | subsystem=GameNetwork
Source | Source/GameNetwork/FrameMetrics.cpp | - | MISSING | subsystem=GameNetwork
Source | Source/GameNetwork/GUIUtil.cpp | - | MISSING | subsystem=GameNetwork
Source | Source/GameNetwork/GameInfo.cpp | - | MISSING | subsystem=GameNetwork
Source | Source/GameNetwork/GameMessageParser.cpp | - | MISSING | subsystem=GameNetwork
Source | Source/GameNetwork/GameSpy/Chat.cpp | GameNetwork/src/gamespy/chat.rs | FOUND | subsystem=GameNetwork
Source | Source/GameNetwork/GameSpy/GSConfig.cpp | - | MISSING | subsystem=GameNetwork
Source | Source/GameNetwork/GameSpy/LadderDefs.cpp | - | MISSING | subsystem=GameNetwork
Source | Source/GameNetwork/GameSpy/LobbyUtils.cpp | - | MISSING | subsystem=GameNetwork
Source | Source/GameNetwork/GameSpy/MainMenuUtils.cpp | - | MISSING | subsystem=GameNetwork
Source | Source/GameNetwork/GameSpy/PeerDefs.cpp | - | MISSING | subsystem=GameNetwork
Source | Source/GameNetwork/GameSpy/StagingRoomGameInfo.cpp | - | MISSING | subsystem=GameNetwork
Source | Source/GameNetwork/GameSpy/Thread/BuddyThread.cpp | - | MISSING | subsystem=GameNetwork
Source | Source/GameNetwork/GameSpy/Thread/GameResultsThread.cpp | - | MISSING | subsystem=GameNetwork
Source | Source/GameNetwork/GameSpy/Thread/PeerThread.cpp | - | MISSING | subsystem=GameNetwork
Source | Source/GameNetwork/GameSpy/Thread/PersistentStorageThread.cpp | - | MISSING | subsystem=GameNetwork
Source | Source/GameNetwork/GameSpy/Thread/PingThread.cpp | - | MISSING | subsystem=GameNetwork
Source | Source/GameNetwork/GameSpy/Thread/ThreadUtils.cpp | - | MISSING | subsystem=GameNetwork
Source | Source/GameNetwork/GameSpyChat.cpp | - | MISSING | subsystem=GameNetwork
Source | Source/GameNetwork/GameSpyGP.cpp | - | MISSING | subsystem=GameNetwork
